0,40,822,LandmarkMask.png,2048,2048
1,29,1147,LandmarkMask.png,2048,2048
2,138,1496,LandmarkMask.png,2048,2048
3,407,1704,LandmarkMask.png,2048,2048
4,545,1781,LandmarkMask.png,2048,2048
5,654,1840,LandmarkMask.png,2048,2048
6,768,1892,LandmarkMask.png,2048,2048
7,883,1932,LandmarkMask.png,2048,2048
8,1024,1954,LandmarkMask.png,2048,2048
9,1164,1933,LandmarkMask.png,2048,2048
10,1278,1891,LandmarkMask.png,2048,2048
11,1398,1838,LandmarkMask.png,2048,2048
12,1507,1778,LandmarkMask.png,2048,2048
13,1643,1703,LandmarkMask.png,2048,2048
14,1913,1491,LandmarkMask.png,2048,2048
15,2020,1146,LandmarkMask.png,2048,2048
16,2010,825,LandmarkMask.png,2048,2048
17,471,614,LandmarkMask.png,2048,2048
18,567,557,LandmarkMask.png,2048,2048
19,671,525,LandmarkMask.png,2048,2048
20,785,524,LandmarkMask.png,2048,2048
21,918,621,LandmarkMask.png,2048,2048
22,1131,620,LandmarkMask.png,2048,2048
23,1263,524,LandmarkMask.png,2048,2048
24,1377,525,LandmarkMask.png,2048,2048
25,1483,558,LandmarkMask.png,2048,2048
26,1579,612,LandmarkMask.png,2048,2048
27,1023,720,LandmarkMask.png,2048,2048
28,1023,822,LandmarkMask.png,2048,2048
29,1024,963,LandmarkMask.png,2048,2048
30,1025,1080,LandmarkMask.png,2048,2048
31,866,1155,LandmarkMask.png,2048,2048
32,936,1197,LandmarkMask.png,2048,2048
33,1024,1188,LandmarkMask.png,2048,2048
34,1110,1197,LandmarkMask.png,2048,2048
35,1183,1155,LandmarkMask.png,2048,2048
36,573,770,LandmarkMask.png,2048,2048
37,652,734,LandmarkMask.png,2048,2048
38,750,730,LandmarkMask.png,2048,2048
39,837,766,LandmarkMask.png,2048,2048
40,750,817,LandmarkMask.png,2048,2048
41,652,811,LandmarkMask.png,2048,2048
42,1211,766,LandmarkMask.png,2048,2048
43,1298,730,LandmarkMask.png,2048,2048
44,1396,735,LandmarkMask.png,2048,2048
45,1475,769,LandmarkMask.png,2048,2048
46,1397,811,LandmarkMask.png,2048,2048
47,1299,816,LandmarkMask.png,2048,2048
48,784,1415,LandmarkMask.png,2048,2048
49,850,1366,LandmarkMask.png,2048,2048
50,901,1346,LandmarkMask.png,2048,2048
51,1024,1336,LandmarkMask.png,2048,2048
52,1147,1347,LandmarkMask.png,2048,2048
53,1200,1365,LandmarkMask.png,2048,2048
54,1264,1415,LandmarkMask.png,2048,2048
55,1191,1475,LandmarkMask.png,2048,2048
56,1136,1495,LandmarkMask.png,2048,2048
57,1025,1508,LandmarkMask.png,2048,2048
58,912,1496,LandmarkMask.png,2048,2048
59,856,1474,LandmarkMask.png,2048,2048
60,827,1415,LandmarkMask.png,2048,2048
61,924,1410,LandmarkMask.png,2048,2048
62,1024,1408,LandmarkMask.png,2048,2048
63,1124,1410,LandmarkMask.png,2048,2048
64,1221,1415,LandmarkMask.png,2048,2048
65,1124,1430,LandmarkMask.png,2048,2048
66,1024,1430,LandmarkMask.png,2048,2048
67,924,1430,LandmarkMask.png,2048,2048
68,120,653,LandmarkMask.png,2048,2048
69,347,397,LandmarkMask.png,2048,2048
70,678,247,LandmarkMask.png,2048,2048
71,1025,219,LandmarkMask.png,2048,2048
72,1371,246,LandmarkMask.png,2048,2048
73,1702,398,LandmarkMask.png,2048,2048
74,1930,653,LandmarkMask.png,2048,2048
75,506,937,LandmarkMask.png,2048,2048
76,567,1089,LandmarkMask.png,2048,2048
77,655,1169,LandmarkMask.png,2048,2048
78,1544,936,LandmarkMask.png,2048,2048
79,1481,1090,LandmarkMask.png,2048,2048
80,1392,1169,LandmarkMask.png,2048,2048
